epoch,train_loss,val_foreground_iou,val_background_iou,val_miou,val_dice,val_precision,val_recall,val_loss
24,0.23428918968420476,0.612078070640564,0.9443231821060181,0.7782005071640015,0.7125252485275269,0.6829017996788025,0.8703380227088928,0.26575454339188964
25,0.22033704744918006,0.6340208649635315,0.9541296362876892,0.7940752506256104,0.7333602905273438,0.7088314890861511,0.8685111403465271,0.24577472760881247
26,0.21465341326913664,0.659837007522583,0.9510675668716431,0.805452287197113,0.7548859119415283,0.806408166885376,0.7914609909057617,0.2585821085070309
27,0.2096092483827046,0.6424099802970886,0.9499281644821167,0.7961690425872803,0.741508960723877,0.7325634956359863,0.8515340089797974,0.24695700505062154
28,0.2162205850652286,0.646996021270752,0.949975311756134,0.7984856367111206,0.7471418976783752,0.7293328642845154,0.8636972308158875,0.2397569193455734
29,0.20127355255718743,0.6542017459869385,0.9533360600471497,0.8037689328193665,0.7523469924926758,0.7360830307006836,0.8606396913528442,0.240593277849257
30,0.20524497409949877,0.6590763330459595,0.9527849555015564,0.8059306144714355,0.7571321129798889,0.7520405054092407,0.8505963087081909,0.24256360628887227
31,0.19817116865489098,0.6455042362213135,0.9484604001045227,0.7969822883605957,0.7446447610855103,0.7311943769454956,0.8602938652038574,0.24267517093961177
32,0.19691093089857273,0.6565099954605103,0.9541195034980774,0.8053147196769714,0.7548932433128357,0.7545434832572937,0.8440608382225037,0.2433217789879755
33,0.20098377581286644,0.6518793106079102,0.9519239664077759,0.8019016981124878,0.7494106888771057,0.7417783141136169,0.8588590621948242,0.24106346212915683
34,0.19842851268526698,0.6646105051040649,0.9520106315612793,0.8083105087280273,0.7610248327255249,0.7720634937286377,0.8378311991691589,0.23453868729503533
35,0.19137451889059906,0.6628148555755615,0.9540037512779236,0.8084092736244202,0.7583630681037903,0.7718887329101562,0.8390378952026367,0.24709427724347302
36,0.18495908045076898,0.6751601099967957,0.9577206969261169,0.8164404034614563,0.7701855897903442,0.7893489599227905,0.8301295638084412,0.23915271171809813
37,0.19567652342724615,0.640247642993927,0.9420857429504395,0.7911666035652161,0.7399795651435852,0.7061159014701843,0.8869695067405701,0.23778371895222286
38,0.19064168441313087,0.6571261286735535,0.955295205116272,0.8062106370925903,0.7535290122032166,0.7516764402389526,0.8531169891357422,0.23464543654240275
39,0.18428186183629025,0.661619246006012,0.9494701623916626,0.8055446743965149,0.7577870488166809,0.7572923302650452,0.8531695008277893,0.23808958472095823
40,0.1881792627600953,0.6708663105964661,0.9579783082008362,0.8144223093986511,0.7664099335670471,0.7642183303833008,0.8561413288116455,0.22754893505847767
